entry_id,name,aliases,county,town,state,category,entry_type,description,websites,emails,phones,addresses,source_urls,audiences,keywords,marketing_channels,notes_for_use,source_count,merged_from
everything-0485-far-flung-adventures,Far Flung Adventures,[],Colfax,Angel Fire,NM,Activities/Recreation,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://angelfirechamber.org/business/far-flung-adventures/'],[],[],[],"['https://angelfirechamber.org/business/category/activities-recreation/', 'https://angelfirechamber.org/business/far-flung-adventures/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Activities/Recreation', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Angel Fire', 'Colfax', 'artist', 'business', 'chamber', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Angel Fire Chamber - Member Businesses']"
everything-0486-farley-wildflower-overlook,Farley Wildflower Overlook,[],Huerfano,,CO,Scenic points and public lands,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",[],[],[],[],['https://spanishpeakscountry.com/scenic-points/'],"['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Scenic points and public lands', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Huerfano', 'artist', 'business', 'creative business', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Spanish Peaks Country - Scenic Points']"
everything-0487-farmers-holiday-markets,Farmers & Holiday Markets,[],Huerfano,,CO,Attractions,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",[],[],[],[],['https://spanishpeakscountry.com/attractions/'],"['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Attractions', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Huerfano', 'artist', 'business', 'creative business', 'market', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Spanish Peaks Country - Attractions']"
everything-0488-farmers-insurance-group,Farmers Insurance Group,[],Huerfano,Walsenburg,CO,Local business listing,Listing,"Visitor or recreation route in Walsenburg, Huerfano, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/walsenburg-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'advertising', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0489-fastenal-company,Fastenal Company,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0490-fernandez-plumbing-heating-supply,Fernandez Plumbing-Heating & Supply,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'partner', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']","Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0491-fh-w-inc,FH&W Inc,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'directory', 'flyer', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0492-finance-new-mexico-regional-economic-development-organizations,Finance New Mexico Regional Economic Development Organizations,[],Regional,,,Economic-development directory,Directory shortcut,New Mexico regional economic-development organization lookup.,['https://financenewmexico.org/resources/general-business-assistance/regional-economic-development-organizations/'],[],[],[],['https://financenewmexico.org/resources/general-business-assistance/regional-economic-development-organizations/'],"['Businesses and entrepreneurs', 'Local residents']","['Economic-development directory', 'Regional', 'business', 'directory', 'economic development', 'Colfax']","['Ask about digital listing or social sharing', 'Ask about business directory or partner referral']",Use when Colfax users need support beyond a city-specific organization.,1,['Economic-development directory']
everything-0493-first-baptist-church-office,First Baptist Church Office,[],Colfax,Raton,NM,Local business listing,Listing,"Visitor or recreation route in Raton, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0494-first-choice-market,First Choice Market,[],Huerfano,Walsenburg,CO,Walsenburg Shopping,Listing,"Shop or local retail business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",['https://spanishpeakscountry.com/business-directory/listing/first-choice-market'],[],['719-469-1465719-469-1465'],"['801 Walsen Ave Walsenburg, CO']","['https://spanishpeakscountry.com/business-directory/categories/shopping', 'https://spanishpeakscountry.com/business-directory/listing/first-choice-market', 'https://www.yellowpages.com/walsenburg-co/business-listings/1']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Walsenburg Shopping', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'business', 'creative business', 'directory', 'event', 'flyer', 'market', 'outreach', 'partner', 'retail', 'tourism', 'visitor', 'unspecified']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about business directory or partner referral', 'Ask about creative or cultural cross-promotion', 'Ask in person before leaving materials', 'Ask about a digital share or listing update', 'Ask about visitor-facing updates']","Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",3,"['guide resource directory', 'Spanish Peaks Country - Shopping', 'commercial directory sweep']"
everything-0495-first-christian-church,First Christian Church,[],Colfax,Raton,NM,Local business listing,Listing,"Visitor or recreation route in Raton, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0496-first-national-loan-production-office,First National Loan Production Office,[],Colfax,Raton,NM,Local business listing,Listing,"Funding or business-support route in Raton, Colfax, NM. Use it to find program pages, eligibility details, deadlines, and the office or organization that should confirm the next step.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'business', 'directory', 'flyer', 'funding', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Confirm manager or owner permission first']",Call or visit once to confirm whether the location is public-facing and accepts community materials.,1,"['guide resource directory', 'commercial directory sweep']"
everything-0497-first-pentecostal-church-of-trinidad,First Pentecostal Church of Trinidad,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0498-first-presbyterian-church,First Presbyterian Church,[],Colfax,Raton,NM,Local business listing,Listing,"Visitor or recreation route in Raton, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0499-first-street-thrift-store,First Street Thrift Store,[],Colfax,Raton,NM,Shopping,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://innovativejournaling.com/'],[],[],[],"['https://innovativejournaling.com/', 'https://www.exploreraton.com/shop']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Shopping', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'artist', 'business', 'creative business', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Explore Raton - Shop']"
everything-0500-first-united-methodist-church,First United Methodist Church,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0501-first-united-methodist-church-of-raton,First United Methodist Church Of Raton,[],Colfax,Raton,NM,Local business listing,Listing,"Visitor or recreation route in Raton, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/raton-nm/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0502-fisher-s-peak-community-church,Fisher's Peak Community Church,[],Las Animas,Trinidad,CO,Local business listing,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",[],[],[],[],['https://www.yellowpages.com/trinidad-co/business-listings/1'],"['Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Local business listing', 'Local resource', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'advertising', 'business', 'directory', 'event', 'flyer', 'newsletter', 'outreach', 'visitor', 'unspecified']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask in person before leaving materials', 'Ask about a digital share or listing update']","Ask office/admin about community bulletin board, newsletter, or event alignment.",1,"['guide resource directory', 'commercial directory sweep']"
everything-0503-fishers-peak-outfitters,Fishers Peak Outfitters,[],Las Animas,Trinidad,CO,"Shopping, arts, and local retail",Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",[],[],[],[],['https://visittrinidadcolorado.com/shop/'],"['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Shopping, arts, and local retail', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'arts', 'business', 'creative business', 'outreach', 'retail', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Visit Trinidad - Shop']"
everything-0504-fishers-peak-state-park,Fishers Peak State Park,[],Las Animas,Trinidad,CO,Outdoor recreation / tourism,Listing,"Visitor or recreation route in Trinidad, Las Animas, CO. It is useful for tourism context, trip planning, visitor referrals, and partnership research tied to regional travel.",[],[],[],[],['https://visittrinidadcolorado.com/state-parks/'],"['Businesses', 'Programs', 'Visitors and tourists', 'Nonprofits and community programs', 'Local residents']","['Outdoor recreation / tourism', 'Media', 'Get Media Coverage', 'Promote Something', 'Start Something', 'Trinidad', 'Las Animas', 'partner', 'tourism', 'visitor', 'State parks', 'outreach']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,"['guide resource directory', 'Visit Trinidad - State Parks']"
everything-0505-fishing,Fishing,[],Huerfano,Walsenburg,CO,Vacation directory listings and attractions,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://www.coloradodirectory.com/fishing/'],[],[],[],"['https://www.coloradodirectory.com/cucharaarea/', 'https://www.coloradodirectory.com/fishing/', 'https://www.coloradodirectory.com/walsenburg/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Vacation directory listings and attractions', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Colorado Vacation Directory - Cuchara Valley Area', 'Colorado Vacation Directory - Walsenburg']"
everything-0506-fishing,Fishing,[],Las Animas,Trinidad,CO,Outdoor recreation guide topics; Vacation directory listings and attractions,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://www.coloradodirectory.com/fishing/'],[],[],[],"['https://visittrinidadcolorado.com/outdoor-recreation/', 'https://www.coloradodirectory.com/fishing/', 'https://www.coloradodirectory.com/trinidad/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Outdoor recreation guide topics', 'Vacation directory listings and attractions', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Colorado Vacation Directory - Trinidad', 'Visit Trinidad - Outdoor Recreation']"
everything-0507-fishing-fly-fishing,Fishing & Fly Fishing,[],Huerfano,Walsenburg,CO,Vacation directory listings and attractions,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://www.coloradodirectory.com/fishing/'],[],[],[],"['https://www.coloradodirectory.com/cucharaarea/', 'https://www.coloradodirectory.com/fishing/', 'https://www.coloradodirectory.com/walsenburg/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Vacation directory listings and attractions', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",3,"['guide resource directory', 'Colorado Vacation Directory - Cuchara Valley Area', 'Colorado Vacation Directory - Walsenburg']"
everything-0508-fishing-fly-fishing,Fishing & Fly Fishing,[],Las Animas,Trinidad,CO,Vacation directory listings and attractions,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://www.coloradodirectory.com/fishing/'],[],[],[],"['https://www.coloradodirectory.com/fishing/', 'https://www.coloradodirectory.com/trinidad/']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Vacation directory listings and attractions', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'artist', 'business', 'creative business', 'directory', 'outreach', 'tourism', 'visitor']","['Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Colorado Vacation Directory - Trinidad']"
everything-0509-flamingo-book-club,Flamingo Book Club,[],Huerfano,Walsenburg,CO,Book / literary vendor,Listing,"Arts or creative business in Walsenburg, Huerfano, CO. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",[],[],[],"['408 Russell Avenue, Walsenburg, CO 81089']",['https://www.walsenburgmercantile.com/meet-our-vendors'],"['Artists', 'Arts and culture audiences', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents']","['Book / literary vendor', 'Maker / Artist Vendor', 'Add / Correct Info', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Walsenburg', 'Huerfano', 'artist', 'arts', 'business', 'creative business', 'directory', 'event', 'maker', 'media', 'outreach', 'partner', 'venue', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",1,['guide resource directory']
everything-0510-flat-mountain-trading-co,Flat Mountain Trading Co.,[],Colfax,Raton,NM,Shopping,Listing,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",['https://www.facebook.com/RatonKOA'],[],[],[],"['https://www.exploreraton.com/shop', 'https://www.facebook.com/RatonKOA']","['Artists', 'Creative businesses', 'Entrepreneurs', 'Businesses', 'Nonprofits', 'Programs', 'Visitors and tourists', 'Artists and creative businesses', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Local residents']","['Shopping', 'Visitor-facing listing', 'Add / Correct Info', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Raton', 'Colfax', 'artist', 'business', 'creative business', 'outreach', 'tourism', 'visitor']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Explore Raton - Shop']"
everything-0511-flatt-s-burgers-shakes,Flatt's Burgers & Shakes,"[""Flatt's Burgers & Shakes (Food Court at the Marketplace)""]",Las Animas,Trinidad,CO,Restaurant,Listing,"Restaurant or dining business in Trinidad, Las Animas, CO. It is useful for visitor referrals, local event outreach, shop-local campaigns, and cross-promotion questions that fit the business.",['https://flattsburger.com'],[],['719-680-3122'],['326 N. Commercial St'],"['https://flattsburger.com', 'https://visittrinidadcolorado.com/dine/']","['Entrepreneurs', 'Businesses', 'Programs', 'Visitors and tourists', 'Businesses and entrepreneurs', 'Nonprofits and community programs', 'Event organizers', 'Local residents', 'Artists', 'Creative businesses', 'Nonprofits', 'Artists and creative businesses']","['Restaurant', 'Media', 'Add / Correct Info', 'Get Media Coverage', 'Improve Online Visibility', 'Promote Something', 'Reach People Offline', 'Start Something', 'Trinidad', 'Las Animas', 'business', 'dining', 'event', 'outreach', 'visitor', 'Visitor-facing listing', 'artist', 'creative business', 'market', 'tourism']","['Ask about physical flyer or poster placement', 'Ask about digital listing or social sharing', 'Ask about event calendar or visitor listing', 'Ask about media, newsletter, or calendar placement', 'Ask about creative or cultural cross-promotion', 'Ask about visitor-facing updates']","Check current details with the listed source or organization before spending money, printing materials, or promising placement.",2,"['guide resource directory', 'Visit Trinidad - Dine']"
