id,resource_name,category,town,county,state,website,contact_email,contact_phone,physical_address,source_url,source_type,last_verified_date,notes,needs_follow_up,resource_type,audience_served,cost_level,access_mode,goal_relevance,has_public_source,travel_listing_sources,best_for,description,source_status,verification_status,yellowpages_outreach_score,yellowpages_flyer_likelihood,yellowpages_digital_distribution_likelihood,yellowpages_recommended_action,yellowpages_policy_risk,yellowpages_review_reason,yellowpages_end_user_warning,directory_sweep_source_file,yellowpages_verification_status
travel-guide-shuter-library-of-angel-fire-angel-fire-colfax,The Shuter Library of Angel Fire,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/the-shuter-library-of-angel-fire/,,,"11 S Angel Fire Rd,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/the-shuter-library-of-angel-fire/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-sierra-bonita-cabins-and-rv-park-angel-fire-colfax,Sierra Bonita Cabins & RV Park,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/sierra-bonita-cabins-rv-park/,,,"P. O. Box 333, Hwy 434 - Mile Marker 17.5, Guadalupita, NM 87722-0333",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=5; https://visitangelfirenm.com/listing/sierra-bonita-cabins-rv-park/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-slope-side-sports-angel-fire-colfax,Slope Side Sports,All tourism directory listings; Shopping,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/slope-side-sports/,,,"9 N Angel Fire Rd,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=5; https://visitangelfirenm.com/listing/slope-side-sports/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-smoke-rings-bbq-angel-fire-colfax,Smoke Rings BBQ,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/smoke-rings-bbq/,,,"3367 Mountain View Blvd,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=5; https://visitangelfirenm.com/listing/smoke-rings-bbq/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-snowball-lodge-angel-fire-colfax,"Snowball Lodge, LLC",Accommodations/Lodging; Hotels/Motels & Lodges; Vacation Rentals/Short & Long Term,Angel Fire,Colfax,NM,https://angelfirechamber.org/business/snowball-lodge-llc/,,,,https://angelfirechamber.org/business/category/accommodations-lodging/; https://angelfirechamber.org/business/category/hotels-motels-lodges/; https://angelfirechamber.org/business/category/vacation-rentals-short-and-long-term/; https://angelfirechamber.org/business/snowball-lodge-llc/,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-snowblaze-ski-shop-angel-fire-colfax,Snowblaze Ski Shop,All tourism directory listings; Shopping,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/snowblaze-ski-shop/,,,"14 5 Springs Rd,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/snowblaze-ski-shop/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-snowfish-ski-and-outdoor-formerly-cottam-s-of-angel-fire-angel-fire-colfax,Snowfish Ski & Outdoor formerly Cottam’s of Angel Fire,Ski & Snowboard Rentals; Sports Equipment (Sales & Rentals),Angel Fire,Colfax,NM,https://angelfirechamber.org/business/cottams-of-angel-fire/,,,,https://angelfirechamber.org/business/category/ski-snowboard-rentals/; https://angelfirechamber.org/business/category/sports-equipment-rentals/; https://angelfirechamber.org/business/cottams-of-angel-fire/,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-southern-exposure-photography-angel-fire-colfax,Southern Exposure Photography,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/southern-exposure-photography/,,,,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/southern-exposure-photography/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-sticks-stones-custom-builder-angel-fire-colfax,Sticks & Stones Custom Builder,Commercial directory lead / local business,Angel Fire,Colfax,NM,,,,,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-suburban-propane-angel-fire-colfax,Suburban Propane,Commercial directory lead / local business,Angel Fire,Colfax,NM,,,,,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: not a flyer-first stop,Low,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-subway-angel-fire-colfax,Subway,Dining; Restaurants,Angel Fire,Colfax,NM,https://angelfirechamber.org/business/subway/,,,,https://angelfirechamber.org/business/category/dining/; https://angelfirechamber.org/business/category/restaurants/; https://angelfirechamber.org/business/subway/; https://order.subway.com/en-us/restaurant/11611/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11611&utm_campaign=evergreen-2020&y_source=1_MTQ5MTI4NzUtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl; https://www.exploreraton.com/eat,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-subway-lowe-s-pay-and-save-angel-fire-colfax,Subway – Lowe’s Pay & Save,All tourism directory listings; Dining,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/subway-lowes-pay-save/,,,"3373 Highway 434, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/dining/; https://visitangelfirenm.com/dining/?_listing_directory_pagination=1; https://visitangelfirenm.com/listing/subway-lowes-pay-save/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Dining,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-summit-haus-angel-fire-colfax,Summit Haus,All tourism directory listings; Dining; Restaurants,Angel Fire,Colfax,NM,https://angelfirechamber.org/business/summit-haus/,,,"36°22'34.0""N 105°14'12.6""W, Angel Fire, New Mexico",https://angelfirechamber.org/business/category/dining/; https://angelfirechamber.org/business/category/restaurants/; https://angelfirechamber.org/business/summit-haus/; https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/dining/; https://visitangelfirenm.com/dining/?_listing_directory_pagination=1,Chamber business directory; Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses; Visit Angel Fire - All Listings; Visit Angel Fire - Dining,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-sunset-grille-angel-fire-colfax,Sunset Grille,Commercial directory lead / local business,Angel Fire,Colfax,NM,,,,,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Restaurant or dining business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Restaurant or dining business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,5,High: likely local flyer-friendly,Medium,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-survey-consultants-angel-fire-colfax,Survey Consultants Inc,Commercial directory lead / local business,Angel Fire,Colfax,NM,,,,,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Lodging or hospitality business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Lodging or hospitality business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Lodging or hospitality business in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-sweet-shirt-angel-fire-colfax,Sweet Shirt Co,All tourism directory listings; Shopping,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/sweet-shirt-co/,,,"3400A NM-434,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/sweet-shirt-co/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2; https://www.yellowpages.com/angel-fire-nm/business-listings/1,Official tourism directory; YellowPages commercial-directory sweep,2026-06-30,"Shop or local retail business in Angel Fire, Colfax, NM. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,"Shop or local retail business in Angel Fire, Colfax, NM. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.","Shop or local retail business in Angel Fire, Colfax, NM. It can help users find storefront or vendor contacts for shop-local outreach, event materials, visitor referrals, or local-goods partnerships.",,,5,High: likely local flyer-friendly,Medium,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",,,,tri_county_yellowpages_flyer_digital_outreach_scored.csv,Needs manual verification
travel-guide-taos-community-foundation-angel-fire-colfax,Taos Community Foundation,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/taos-community-foundation/,,,"115 La Posta Road, Suite A, Taos, New Mexico 87571",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/taos-community-foundation/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-taos-lifestyle-angel-fire-colfax,Taos Lifestyle,Home Furnishings & Decor; Specialty Retail Shops,Angel Fire,Colfax,NM,https://angelfirechamber.org/business/taos-lifestyle/,,,,https://angelfirechamber.org/business/category/home-furnishings-decor/; https://angelfirechamber.org/business/category/specialty-shops; https://angelfirechamber.org/business/taos-lifestyle/,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-taos-mountain-cabinets-and-doors-angel-fire-colfax,Taos Mountain Cabinets and Doors,Specialty Retail Shops,Angel Fire,Colfax,NM,https://angelfirechamber.org/business/taos-mountain-cabinets-and-doors/,,,,https://angelfirechamber.org/business/category/specialty-shops; https://angelfirechamber.org/business/taos-mountain-cabinets-and-doors/,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
taos-org-angel-fire-art-galleries-directory-angel-fire-colfax-regional-visitor-art-gal,Taos.org Angel Fire Art Galleries Directory,Regional visitor art-gallery directory,Angel Fire,Colfax,NM,https://taos.org/places/category/art-galleries/angel-fire/,,,,https://taos.org/places/category/art-galleries/angel-fire/,Regional visitor directory category,2026-06-27,Regional visitor directory category for Angel Fire art galleries. Use as a secondary cross-check for Angel Fire-area gallery discovery and confirm each listing directly.,true,Digital gallery directory,Artist; Arts / culture audiences; Creative business; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online,Add / Correct Info; Find Money or Help; Improve Online Visibility; Promote Something; Start Something; Track Results,True,,Regional visitor directory category for Angel Fire art galleries. Use as a secondary cross-check for Angel Fire-area gallery discovery and confirm each listing directly.,Regional visitor directory category for Angel Fire art galleries. Use as a secondary cross-check for Angel Fire-area gallery discovery and confirm each listing directly.,,,,,,,,,,,
travel-guide-taty-at-bump-angel-fire-colfax,Taty at the Bump,All tourism directory listings; Dining; Shopping,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/taty-at-the-bump/,,,"3375 Mountain View Blvd,, Suite D, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/dining/; https://visitangelfirenm.com/dining/?_listing_directory_pagination=1; https://visitangelfirenm.com/listing/taty-at-the-bump/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Dining; Visit Angel Fire - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
taty-at-the-bump-colfax-food-beverage,Taty @ the Bump,Cafe / bistro,Angel Fire,Colfax,NM,https://www.facebook.com/taty.bistro,,,,https://angelfirechamber.org/business/category/artists-galleries-studios/; https://angelfirechamber.org/business/category/coffee-shop-bistro/; https://angelfirechamber.org/business/category/restaurants/; https://angelfirechamber.org/business/category/specialty-shops; https://angelfirechamber.org/business/taty-the-bump/,Chamber directory,2026-06-26,"Creative-directory lead added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising placement.",true,Food / Creative Business,Arts / culture audiences; For-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Creative-directory listings added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising...","Creative-directory listings added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising...",,,,,,,,,,,
yellowpages-lead-tele-gard-protection-systems-angel-fire-colfax,Tele-Gard Protection Systems,Commercial directory lead / local business,Angel Fire,Colfax,NM,,,,,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Angel Fire, Colfax, NM. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-thai-angel-angel-fire-colfax,Thai Angel,All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/thai-angel/,,,"3367 Mountain View Blvd,, Angel Fire, NM 87710",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/thai-angel/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-tolby-campground-cimarron-valley-angel-fire-colfax,"Tolby Campground, Cimarron Valley",All tourism directory listings,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/tolby-campground-cimarron-valley/,,,"US-64, Cimarron, NM 87714",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/tolby-campground-cimarron-valley/,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-trailhead-angel-fire-colfax,The Trailhead,Ski & Snowboard Rentals; Specialty Retail Shops; Sports Equipment (Sales & Rentals),Angel Fire,Colfax,NM,https://angelfirechamber.org/business/the-trailhead-ski-shop/,,,,https://angelfirechamber.org/business/category/ski-snowboard-rentals/; https://angelfirechamber.org/business/category/specialty-shops; https://angelfirechamber.org/business/category/sports-equipment-rentals/; https://angelfirechamber.org/business/the-trailhead-ski-shop/,Chamber business directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Angel Fire Chamber - Member Businesses,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-trailhead-ski-shop-angel-fire-colfax,Trailhead Ski Shop,All tourism directory listings; Shopping,Angel Fire,Colfax,NM,https://visitangelfirenm.com/listing/trailhead-ski-shop/,,,"3420 Mountain View Blvd,, Angel Fire, NM,",https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/listing/trailhead-ski-shop/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,Official tourism directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
